"id","artKey","name","type","deck","setId","tier","description","prompt"
"mounted-charge","treasure.action.mounted-charge","Mounted Charge","temporary_bonus","treasure","steed_hirelings","2","A humorous fantasy interpretation of Mounted Charge.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Mounted Charge. A humorous fantasy interpretation of Mounted Charge."
"spook-the-herd","treasure.action.spook-the-herd","Spook the Herd","monster_modifier","treasure","steed_hirelings","2","A humorous fantasy interpretation of Spook the Herd.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Spook the Herd. A humorous fantasy interpretation of Spook the Herd."
"waystation-gossip","door.action.waystation-gossip","Waystation Gossip","utility","door","steed_hirelings","1","A humorous fantasy interpretation of Waystation Gossip.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Waystation Gossip. A humorous fantasy interpretation of Waystation Gossip."
"quiet-acquisition-office","door.class.quiet-acquisition-office","Quiet Acquisition Office","class","door","clerical_errors","2","A humorous fantasy interpretation of Quiet Acquisition Office.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Quiet Acquisition Office. A humorous fantasy interpretation of Quiet Acquisition Office."
"wrong-pocket-courier","treasure.action.wrong-pocket-courier","Wrong-Pocket Courier","utility","treasure","clerical_errors","2","A humorous fantasy interpretation of Wrong-Pocket Courier.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Wrong-Pocket Courier. A humorous fantasy interpretation of Wrong-Pocket Courier."
"crossed-door-signals","door.action.crossed-door-signals","Crossed Door Signals","utility","door","core","2","When opened, two engine-selected Monsters arrive together.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Crossed Door Signals. When opened, two engine-selected Monsters arrive together."
"stacked-hat-rail","treasure.equipment.stacked-hat-rail","Stacked Hat Rail","item","treasure","arsenal","2","Grants one additional Head capacity.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Stacked Hat Rail. Grants one additional Head capacity."
"foldout-grip-harness","treasure.equipment.foldout-grip-harness","Foldout Grip Harness","item","treasure","arsenal","2","Grants one additional Hand capacity.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Foldout Grip Harness. Grants one additional Hand capacity."
"roster-clerk","treasure.companion.roster-clerk","Roster Clerk","hireling","treasure","steed_hirelings","2","Grants one additional Hireling capacity.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Roster Clerk. Grants one additional Hireling capacity."
"caravan-wrangler","treasure.companion.caravan-wrangler","Caravan Wrangler","mount","treasure","steed_hirelings","2","Grants one additional Mount capacity.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Caravan Wrangler. Grants one additional Mount capacity."
